,Unnamed: 0,id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
14614,14614,sfYNAQAAMAAJ,What Life was Like Among Druids and High Kings,"A look at life in ancient Ireland discusses the traditions of the Druids, the coming of Christianity, and everyday life",['Time-Life Books'],['History'],5.0,NOT_MATURE,1998,144
14615,14615,kUvzB0mCWwoC,Maire,"A fanciful, romantic tale of passion and faith that invites readers to the ""God-graced mountains and plains"" of Ireland. Maire, Gleannmara's warrior queen, finds her fierce heart is gentled when she takes a reformed mercenary -- a Christian, no less -- as hostage during a raid. At first she wonders what kind of God would make a fine warrior like Rowan of Emerys such a coward. But as she comes to know Rowan and witnesses the force of his beliefs, she learns that meekness and humility to the one true God are stronger than any blade of steel. And in the process, Maire discovers the transforming power of love and faith.",['Linda Windsor'],['Fiction'],4.0,NOT_MATURE,2009-09-22,364
14617,14617,hs3iEyVRHKsC,Daily Life in the Byzantine Empire,"Discusses daily life in the Byzantine Empire, examining such topics as housing, clothing, food, medicine, religion, law, and folk tales.",['Marcus Louis Rautman'],['History'],5.0,NOT_MATURE,2006,342
14620,14620,LAm0PQAACAAJ,Birds of America,"This collection of 435 full-color reproductions of Audubon's paintings of birds are almost exactly one-half of the original life-size paintings. Descriptions of each print is written by Dr. Colin Harrison and Cyril Walker, scientific officers of the British Museum of Natural History.",['John James Audubon'],['Nature'],2.0,NOT_MATURE,1997,504
14621,14621,NQtwDwAAQBAJ,Audubon's Aviary,"A national treasure is celebrated in this landmark publication. The Birds of America is a monumental classic, but it has never been explored like this before. This important new volume presents all the dazzling watercolors that Audubon painted for these monumental engravings. We are familiar with the prints engraved by Robert Havell Jr., but Audubon’s Aviary illuminates the original masterpieces that were created by Audubon himself and tells the story behind their creation with fresh insights and engaging quotes from his writings. These powerful paintings—all newly photographed using state-of-the-art techniques—possess a startling immediacy, vibrancy, and fluidity that link natural history, art, and a respect for the environment. These watercolors transmit Audubon’s devotion to his craft with their inscriptions and layers of media wrought with a miniaturist’s attention to detail and their revolutionary compositions, which for the first time in history depicted all the birds life-size. Audubon is considered America’s first great watercolorist, introducing innovative approaches developed over a lifetime of study. Even judged alongside today’s technology, his dramatic tableaux remain some of the most spectacular natural history documents and visually arresting works of art ever produced.","['Roberta Olson', 'The New-York Historical Society']",['Art'],5.0,NOT_MATURE,2012-10-16,448
14622,14622,iWpRDwAAQBAJ,The Self Help Addict,"Break free from the self-help cycle and join the world of successful leaders. IN THIS GAME CHANGING BOOK YOU WILL LEARN: - How self doubt, procrastination and indecision create a cycle of self-help addiction - Why people invest in self-help books, courses, events and come out still feeling unaccomplished - How you can make your fears your friend and achieve anything your heart desires - The importance of always taking responsibility for what happens in your life - How much abundance there is in this world and that there is enough money, love and happiness for everyone to have a lifetime supply - How to go from a consumer to a creator - The art of taking action, because without action nothing gets done - How to become accountable so you avoid putting things off - The power of decisiveness and how to avoid feeling overwhelmed - The secret to getting high and staying high (without drugs) - Why you have already won - How the real hero, that you have searched so long and hard for, is you.",['Daniel Gefen'],['Self-help techniques'],4.0,NOT_MATURE,2018-03-16,230
14623,14623,p9aDbn1fHZUC,Who Will Run the Frog Hospital?,"""Touches and dazzles and entertains. An enchanting novel."" --The New York Times In this moving, poignant novel by the bestselling author of Birds of America we share a grown woman’s bittersweet nostalgia for the wildness of her youth. The summer Berie was fifteen, she and her best friend Sils had jobs at Storyland in upstate New York where Berie sold tickets to see the beautiful Sils portray Cinderella in a strapless evening gown. They spent their breaks smoking, joking, and gossiping. After work they followed their own reckless rules, teasing the fun out of small town life, sleeping in the family station wagon, and drinking borrowed liquor from old mayonnaise jars. But no matter how wild, they always managed to escape any real danger—until the adoring Berie sees that Sils really does need her help—and then everything changes.",['Lorrie Moore'],['Fiction'],4.0,NOT_MATURE,2012-02-29,160
14624,14624,hbZTPgAACAAJ,Who Will Run the Frog Hospital?,"A tale of music and memory and the journey into adulthood. Berie Carr recalls for us the summer of 1972, when she and her best friend, Sills, were 15. Driven by their restlessness, and making their own loose rules, they embark on a summer that both shatters and intensifies the bond between them.",['Lorrie Moore'],['Friendship'],4.0,NOT_MATURE,1994,147
14625,14625,KdqAQeYsvxwC,Like Life,"In Like Life’s eight exquisite stories, Lorrie Moore’s characters stumble through their daily existence. These men and women, unsettled and adrift and often frightened, can’t quite understand how they arrived at their present situations. Harry has been reworking a play for years in his apartment near Times Square in New York. Jane is biding her time at a cheese shop in a Midwest mall. Dennis, unhappily divorced, buries himself in self-help books about healthful food and healthy relationships. One prefers to speak on the phone rather than face his friends, another lets the answering machine do all the talking. But whether rejected, afraid to commit, bored, disillusioned or just misunderstood, even the most hard-bitten are not without some abiding trust in love.",['Lorrie Moore'],['Fiction'],4.0,NOT_MATURE,2012-03-07,192
14626,14626,K6kxMVY6-fkC,A Gate at the Stairs,"Lyrical, devastatingly funny, wise, and beguiling, A Gate at the Stairs is Lorrie Moore’s most ambitious book to date. The long-awaited new novel from one of the most heralded writers of the past thirty years, A Gate at the Stairs is a book of stunning power. Set just after the events of September 2001, it is a story about Tassie Keltjin, a twenty-year-old making her way in a new world and coming of age. Tassie is a “smile-less” girl from the plains of the mid-west. She has come to a university town, her brain on fire with Chaucer, Sylvia Plath, and Simone de Beauvoir. In between semesters, she takes a part-time job as a nanny for a family that seems mysterious and glamorous to her. Though her liking for children tends to dwindle into boredom, Tassie begins to care for, and protect, their newly adopted little girl as her own. As the year unfolds, she is drawn even deeper into the world of the child and her hovering parents, and her own life back home becomes alien to her. As life reveals itself dramatically and shockingly, Tassie finds herself forever changed — less the person she once was, and more and more the stranger she feels herself to be. Under the novel’s languid surface, Moore’s deft and lyrical writing skillfully illustrates the heart of racism, the shock of war, and the carelessness perpetrated against others in the name of love. It is the novel for our time.",['Lorrie Moore'],['Fiction'],3.0,NOT_MATURE,2009-09-08,336
14627,14627,9qvrBAAAQBAJ,The Novel Cure,"Whether you have a stubbed toe or a stubborn case of the blues, within these pages you’ll find a cure in the form of a novel – or a combination of novels – to help ease your pain. You’ll also find advice on how to tackle common reading ailments – such as what to do when you feel overwhelmed by the number of books in the world, or if you have a tendency to give up halfway through. When read at the right moment in your life, a novel can – quite literally – change it, and The Novel Cure is a reminder of that power. Written with authority, passion and wit, here is a fresh approach to finding new books to read, and an enchanting way to revisit the books on your shelves.","['Ella Berthoud', 'Susan Elderkin', 'Indrajit Hazra']",['Literary Collections'],3.5,NOT_MATURE,2014-08-01,488
14628,14628,0uGMPwAACAAJ,Self-help,"This absorbing, ironic, bitter-sweet collection of nine stories marked Lorrie Moore's talented debut. Sharp, cruel and funny, the stories are presented as a highly idiosyncratic guide to female existence: 'How to be an Other Woman', 'How to Talk to Your Mother (Notes)', 'How to Become a Writer', 'The Kid's Guide to Divorce'. 'A remarkable debut by an original and gifted writer. Lorrie Moore's wry, poetic stories of love and loss make me want to laugh and cry at the same time.' Alison Lurie",['Lorrie Moore'],['United States'],4.0,NOT_MATURE,1985,163
14629,14629,BC2NbZ83LmoC,Family Matters,"Nariman Vakeel is a seventy-nine-year-old Parsi widower beset by Parkinson's disease and haunted by memories of the past. He lives with his two middle-aged step-children. When Nariman's illness is compunded by a broken ankle, he's forced to take up residence with his daughter Roxana, her husband Yezad and their two young sons. This new responsibility for Yezad, who is already besieged by financial worries, proves too much and pushes him into a scheme of deception - with devastating consequences. Wise and compassionate, Family Matters has all the richness, the gentle humour and the narrative sweep that have earned Rohinton Mistry the highest accolades. 'It is rare to discover a novel in which the characters are so well drawn that you feel wrapped up in their problems, rather than just privy to them.' Independent on Sunday 'A brilliant novel from one of India's finest living novelists.' Observer",['Rohinton Mistry'],['Fiction'],4.0,NOT_MATURE,2008-11-20,512
14630,14630,O94ZBQAAQBAJ,Postliberalization Indian Novels in English,“Postliberalization Indian Novels in English: Politics of Global Reception and Awards” is a critical handbook that focuses on trends in contemporary Indian novels and discusses the global reception of these works. The volume provides a systematic approach to the study of Indian novelists that have not been (with certain exceptions) extensively examined.,['Aysha Iqbal Viswamohan'],['Literary Criticism'],1.0,NOT_MATURE,2014-11-01,250
14631,14631,kzWptAEACAAJ,Family Matters,"What Coomy cannot know is that she has set in motion a great unraveling (and an unexpected repair) of the family - and a revelation of its deeply love-torn past.""--BOOK JACKET.",['Rohinton Mistry'],['Adult children living with parents'],4.0,NOT_MATURE,2002,487
14632,14632,kjANH1GwsTcC,Without Remorse,"In order to save himself and stop a sinister group of men, John Clark undertakes a terrifying mission into the netherworld of international conspiracy. By the author of The Sum of All Fears. 1,250,000 first printing. $500,000 ad/promo. BOMC Main.",['Tom Clancy'],['Fiction'],4.5,NOT_MATURE,1993,639
14633,14633,Dxh17VTjan0C,Rainbow Six,"Tom Clancy's ""genius for big, compelling plots"" and his ""natural narrative gift"" (The New York Times Magazine) have mesmerized hundreds of millions of readers and established him as one of the preeminent storytellers of our time. Rainbow Six, however, goes beyond anything he has done before. At its heart is John Clark, the ex-Navy SEAL of Without Remorse, and well-known from several of Clancy's novels as ""the dark side of Jack Ryan"", the man who conducts the secret operational missions Ryan can have no part of. It is Tom Clancy's most shocking story ever -- and closer to reality than any government would care to admit. Copyright © Libri GmbH. All rights reserved.",['Tom Clancy'],"['Clark, John (Fictitious character)']",3.5,NOT_MATURE,1999,897
14634,14634,HaDw_wucLpYC,Debt of Honor,"Every novel by Tom Clancy has been ""a jaw-tightener and a nail-biter of the first order, "" as the San Diego Union described Without Remorse. But Debt of Honor surpasses them all, with Jack Ryan facing his greatest challenge - against a peril that may become all too real. In retrospect, it would seem an odd way to start a war. . . . The end of history. The new world order. Fine phrases, but as Jack Ryan is about to discover, history isn't dead yet - and only the nature of the threat is new. On the Pacific island of Saipan, a wealthy Japanese businessman regards his new-bought land with satisfaction. In the Indian Ocean off Sri Lanka, a foreign navy begins a series of highly unusual exercises. At the headquarters of America's major stock-clearing corporation, an engineer brings a customized computer program on-line for the first time, and smiles at his own private joke. Three seemingly unrelated incidents, but all just the first links in a chain of events that will stun the world. Called out of retirement to serve as the new President's National Security Advisor, Jack Ryan quickly realizes that the problems of peace are fully as complex as those of war. Enemies have become friends, friends enemies, and even the form of conflict has changed. What he cannot realize, however, is just how close the next conflict is. And when one of those new enemies readies a strike not only at America's territory, but at the heart of her economy, it is Ryan, with the help of CIA officers John Clark and Domingo Chavez, who must prepare an untested President to meet the challenge, if Ryan can only figure out how. For there is a debt of honor to be paid - and the price will be terrifyingly high. . .",['Tom Clancy'],['Fiction'],4.0,NOT_MATURE,1995,990
14635,14635,Js9asVIcVbwC,The Jack Ryan Agenda,"Who is Jack Ryan? Lowly analyst, James Bondian secret agent, President of the United States? All of the above? Or is he just Tom Clancy's mouthpiece for what is right and wrong with politics and policy today? What impact did Red Storm Rising have on Ronald Reagan's policy for dealing with the Soviet Union? Was A Clear and Present Danger a trial balloon for the administration's international war on drugs? Did the climax of Debt of Honor foreshadow the actual terrorist plans for 9/11?... And how did Jack Ryan, a lowly analyst, wind up becoming the President of the United States? Was it wishful thinking or a choreographed roadmap for the time when the defense of America was placed firmly in the hands of backroom strategists? The Jack Ryan Agenda places each of Tom Clancy's Jack Ryan novels ( from his bestselling debute of The Hunt for the Red October to his latest The Teeth of the Tiger) within the historical context of the U.S./International situation at the time each book was published. The Clinton years are examined as well; during this time, Clancy occasionally embraced a ""by any means necessary"" modus operandi that included Special Forces assassins taking on rogue environmentalists. Turning to film, The Jack Ryan Agenda explores how the movie versions differ from the Clancy's canon-and notes the author's displeasure with the way Hollywood liberals took liberties with his story lines. In the bestselling tradition of The Magic of Harry Potter, The Biology of Star Trek, and The Science of Superman, The Jack Ryan Agenda explores this brand name dynamo's work in the context of the real world where patriot games are a clear and present danger and the sum of all fears are executive orders without remorse. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['William Terdoslavich'],['Literary Criticism'],3.0,NOT_MATURE,2006-05-02,256
14636,14636,cusXI3MVq0IC,Debt of Honor,"Don't Miss the Original Series Tom Clancy's Jack Ryan Starring John Krasinski! THE #1 NEW YORK TIMES BESTSELLING JACK RYAN NOVEL “A harrowing tale…Clancy keeps you riveted with political intrigue and military maneuvering [and] sends you rushing headlong to the book’s stunning conclusion.”—USA Today Bestselling author Tom Clancy takes a bold, incisive look at what our nation’s leaders are calling “the new world order.” The time and place: a world at peace, where yesterday’s enemies are tomorrow’s allies. The players: Jack Ryan as the new U.S. President’s National Security Advisor, and his CIA colleagues, John Clark and Domingo Chavez. The crisis: a shocking chain of events in which the wages of peace are as fully complex—and devastating—as those of war. “[Debt of Honor] traces the financial, political, military, and personal machinations that drive America into the next major global war…A SHOCKER.”—Entertainment Weekly",['Tom Clancy'],['Fiction'],4.0,NOT_MATURE,1995-08-01,1008
14637,14637,nkS9o4AumBEC,Debt of Honor,"Every novel by Tom Clancy has been ""a jaw-tightener and a nail-biter of the first order, "" as the San Diego Union described Without Remorse. But Debt of Honor surpasses them all, with Jack Ryan facing his greatest challenge - against a peril that may become all too real. In retrospect, it would seem an odd way to start a war. . . . The end of history. The new world order. Fine phrases, but as Jack Ryan is about to discover, history isn't dead yet - and only the nature of the threat is new. On the Pacific island of Saipan, a wealthy Japanese businessman regards his new-bought land with satisfaction. In the Indian Ocean off Sri Lanka, a foreign navy begins a series of highly unusual exercises. At the headquarters of America's major stock-clearing corporation, an engineer brings a customized computer program on-line for the first time, and smiles at his own private joke. Three seemingly unrelated incidents, but all just the first links in a chain of events that will stun the world. Called out of retirement to serve as the new President's National Security Advisor, Jack Ryan quickly realizes that the problems of peace are fully as complex as those of war. Enemies have become friends, friends enemies, and even the form of conflict has changed. What he cannot realize, however, is just how close the next conflict is. And when one of those new enemies readies a strike not only at America's territory, but at the heart of her economy, it is Ryan, with the help of CIA officers John Clark and Domingo Chavez, who must prepare an untested President to meet the challenge, if Ryan can only figure out how. For there is a debt of honor to be paid - and the price will be terrifyingly high. . .",['Tom Clancy'],['Fiction'],4.0,NOT_MATURE,1995,990
14638,14638,rQrrOZ-vS7wC,Debt of Honour,A Jack Ryan thriller.,['Tom Clancy'],"['Ryan, Jack, Sr. (Fictitious character)']",3.5,NOT_MATURE,1994,766
14641,14641,xFyxR7_oV8sC,Executive Orders,"Don't Miss the Original Series Tom Clancy's Jack Ryan Starring John Krasinski! The President is dead. Now, the weight of the world falls on Jack Ryan’s shoulders in this extraordinary #1 New York Times bestseller from Tom Clancy. At the climax of Debt of Honor, the most devastating terrorist act in the history of the world left the President, the Joint Chiefs, the Supreme Court, and nearly all of Congress dead. Only Jack Ryan, confirmed Vice President mere minutes before, survived to take the reins of a shaken and leaderless country. Now he must rebuild a government, comfort a grieving nation, and become a true leader. Meanwhile, he is surrounded by enemies—both inside the White House and around the world—all of them plotting to destroy an untested President. And bring an already wounded country to its knees....",['Tom Clancy'],['Fiction'],3.5,NOT_MATURE,1997-08-01,1376
14642,14642,aw4PwvuZ1SMC,Submarine,"Exposes the inner workings of the nuclear submarine, the core of America's nuclear arsenal, using diagrams and photographs along with formerly top-secret information.",['Tom Clancy'],['Technology & Engineering'],3.0,NOT_MATURE,2003,344
14643,14643,y05Vo9r7x8sC,Tom Clancy's Net Force: The Archimedes Effect,"The tenth novel in the Net Force series, Tom Clancy's #1 New York Times bestselling phenomenon. Bypassing all safeguards, terrorists enter Fort Stephens, the newest high-tech Army base, and detonate a truck full of powerful explosives. Within hours, other bases are hit. Under attack, the Army calls in Net Force to help. Teaming up with Army intelligence and the National Guard, Net Force’s own crack troops struggle to track down who is behind the deadly attacks. But they are countered at every move by a cunning opponent who thinks just like one of their own.","['Tom Clancy', 'Steve Pieczenik', 'Steve Perry', 'Larry Segriff']",['Fiction'],3.0,NOT_MATURE,2006-02-07,336
14644,14644,Nqm0uW2VriUC,Tom Clancy's Net Force: Cybernation,"In the year 2010, computers are the new superpowers. Those who control them control the world. To enforce the Net Laws, Congress creates the ultimate computer security agency within the FBP the Net Force. When web service is disrupted across the world, a new nation makes its presence known. Terrorists from a virtual country called CyberNation have taken the web hostage. Their demands: worldwide recognition and rights for their ""citizens."" Though there are millions of CyberNation sympathizers, Net Force rallies its troops for an all-out war on three fronts -- politically, physically, and electronically -- because dealing with terrorists is never an option...","['Tom Clancy', 'Steve Pieczenik', 'Steve Perry']",['Fiction'],4.0,NOT_MATURE,2001-11-01,368
14646,14646,BlSrS3C9hFcC,Tom Clancy's Net Force: Hidden Agendas,"In the year 2010, computers are the new superpower. Those who control them control the world. To enforce the New Laws, Congress creates the ultimate computer security agency with the FBI: the Net Force. Instructions on how to make a bomb...a list of every U.S. spy in the Euro-Asian theater...Someone with access to classified information is posting it on the Internet-and it's costing lives. Net Force Commander Alex Michaels is in the hot seat. Now, before a hostile Senate committee, he must justify the very existence of the Net Force. Meanwhile, a virus is unleashed that throws the federal financial systems into chaos. And the Net Force operatives must hunt the wily hacker through the twists and turns of cyberspace-down a path that leads them dangerously close to home...","['Tom Clancy', 'Steve Pieczenik', 'Steve Perry']",['Fiction'],3.0,NOT_MATURE,1999-10-01,384
14648,14648,7jRpmbAY22IC,Tom Clancy's Net Force,"From the #1 New York Times bestselling creators of Op-Center comes a different kind of law enforcement. In the year 2010, computers are the new superpowers. Those who control them, control the world. To enforce the Net Laws, Congress forms the ultimate computer security agency within the FBI: the Net Force.","['Tom Clancy', 'Steve Pieczenik', 'Steve Perry']",['Fiction'],3.5,NOT_MATURE,1999-02-01,384
14650,14650,KTO45LfkNLkC,Tom Clancy's Net Force: Springboard,"The ninth novel in Tom Clancy's #1 New York Times bestselling Net Force series. When a top secret Pentagon wargame is shut down, only Net Force has the expertise to track down the hacker. The Department of Defense decides to strike while the iron is hot—and takes over Net Force. Focusing on the Pentagon’s problem, Net Force operatives track the attack to an officer in the People’s Liberation Army of China. Based in Macao, General Wu would like to destroy the entire internet if possible—and bring the West to its knees. As battles rage in virtual reality, Net Force sends a military strike team to Macao—to take out the general in the real world...","['Tom Clancy', 'Steve Pieczenik', 'Steve Perry']",['Fiction'],3.5,NOT_MATURE,2005-01-04,384
14652,14652,wQG95Vd5iYYC,Marine,"An in-depth look at the United States Marine Corps-in the New York Times bestselling tradition of Submarine, Armored Cav, and Fighter Wing Only the best of the best can be Marines. And only Tom Clancy can tell their story--the fascinating real-life facts more compelling than any fiction. Clancy presents a unique insider's look at the most hallowed branch of the Armed Forces, and the men and women who serve on America's front lines. Marine includes: An interview with the Commandant of the Marine Corps, General Charles ""Chuck"" Krulak The tools and technology of the Marine Expeditionary Unit The role of the Marines in the present and future world An in-depth look at recruitment and training Exclusive photographs, illustrations, and diagrams",['Tom Clancy'],['History'],4.0,NOT_MATURE,1996-11-01,352
14653,14653,76iiDgAAQBAJ,Tom Clancy Power and Empire,"As mounting tensions between China and the United States push the world’s two great powers to the brink of war, it falls to President Jack Ryan to identify the lethal chess master behind the scenes in this thriller in Tom Clancy's #1 New York Times bestselling series. Jack Ryan is dealing with an aggresive challenge from the Chinese government as the G20 Summit approaches. Pawns are being moved around a global chessboard: an attack on an oil platform in Africa, a terrorist strike on an American destroyer and a storm tossed American spy ship that may fall into Chinese hands. It seems that Premier Zhao is determined to limit Ryan's choices in the upcoming negotiations. But there are hints that there's even more going on. A routine traffic stop in rural Texas leads to a shocking discovery—a link to a Chinese spy who may have intelligence that lays bare an unexpected revelation. John Clark and the members of the Campus are in close pursuit, but can they get the information in time?",['Marc Cameron'],['Fiction'],3.0,NOT_MATURE,2017-11-28,592
14659,14659,PHTE8x0a1kUC,Tom Clancy's Net Force: State of War,"From the #1 New York Times bestselling creators of Op-Center comes a different kind of law enforcement. In the year 2010, computers are the new superpowers. Those who control them control the world. To enforce the Net Laws, Congress creates the ultimate computer security agency within the FBI: Net Force®. Minor viruses are eating away at the Net Force computers. The e-mail shut-downs and flickering monitors are hardly emergencies—but they’ve been keeping the tech department hopping. Same with the sudden rash of time-consuming lawsuits. No one in Net Force has a moment to spare, which is exactly the way Mitchell Townsend Ames wants it. Because when the shadowy mastermind launches his master plan, he wants Net Force to be looking the other way…","['Tom Clancy', 'Steve Pieczenik', 'Steve Perry']",['Fiction'],4.0,NOT_MATURE,2003-03-04,384
14660,14660,dHhOMGnI9SAC,The Teeth of the Tiger,"An extremely secret anti-terrorist unit set up by President Ryan has its eyes on three promising possible recruits, including the president's son.",['Tom Clancy'],['Fiction'],4.5,NOT_MATURE,2004,480
14661,14661,BdUEOlmPM1wC,The Teeth Of The Tiger,"Tom Clancy brings Jack Ryan's son—Jack Ryan, Jr.—to the forefront in this #1 New York Times bestselling thriller. A man named Mohammed sits in a café in Vienna, about to propose a deal to a Colombian. What if they combined his network of Middle East agents and sympathizers with the Colombian’s drug network in America? The potential for profits would be enormous—and the potential for destruction unimaginable. A young man in suburban Maryland who has grown up around intrigue is about to put his skills to the test. Taught the ways of the world firsthand by agents, statesmen, analysts, Secret Servicemen, and black-op specialists, he crosses the radar of “The Campus”—a secret organization set up to identify local terrorist threats and deal with them by any means necessary. His name: Jack Ryan, Jr.",['Tom Clancy'],['Fiction'],3.5,NOT_MATURE,2004-07-27,496
14662,14662,TsWPvgEACAAJ,Executive Orders,A Jack Ryan thriller.,['Tom Clancy'],['Adventure stories'],4.0,NOT_MATURE,1996,874
14663,14663,Hog_OgAACAAJ,Executive Orders,"Jack Ryan, who had only accepted the Vice Presidency as a caretaker for a year, suddenly finds himself President of the United States, and must contend with international enemies on both a personal and state level who see a U.S. internal crisis as a great",['Tom Clancy'],['Fiction'],4.0,NOT_MATURE,1997-08-01,1358
14667,14667,wAHKpqGEP50C,Debt of Honor,"Every novel by Tom Clancy has been ""a jaw-tightener and a nail-biter of the first order, "" as the San Diego Union described Without Remorse. But Debt of Honor surpasses them all, with Jack Ryan facing his greatest challenge - against a peril that may become all too real. In retrospect, it would seem an odd way to start a war. . . . The end of history. The new world order. Fine phrases, but as Jack Ryan is about to discover, history isn't dead yet - and only the nature of the threat is new. On the Pacific island of Saipan, a wealthy Japanese businessman regards his new-bought land with satisfaction. In the Indian Ocean off Sri Lanka, a foreign navy begins a series of highly unusual exercises. At the headquarters of America's major stock-clearing corporation, an engineer brings a customized computer program on-line for the first time, and smiles at his own private joke. Three seemingly unrelated incidents, but all just the first links in a chain of events that will stun the world. Called out of retirement to serve as the new President's National Security Advisor, Jack Ryan quickly realizes that the problems of peace are fully as complex as those of war. Enemies have become friends, friends enemies, and even the form of conflict has changed. What he cannot realize, however, is just how close the next conflict is. And when one of those new enemies readies a strike not only at America's territory, but at the heart of her economy, it is Ryan, with the help of CIA officers John Clark and Domingo Chavez, who must prepare an untested President to meet the challenge, if Ryan can only figure out how. For there is a debt of honor to be paid - and the price will be terrifyingly high. . .",['Tom Clancy'],['Fiction'],4.0,NOT_MATURE,1995,990
14670,14670,HQCPDwAAQBAJ,Net Force: Dark Web,"NOW A NATIONAL BESTSELLER The return of the cutting-edge thriller series Net Force, created by Tom Clancy and Steve Pieczenik and written by Jerome Preisler. The number one threat to our nation’s security is in cyberspace. The new US president wants to tackle the urgent problem head-on and launches a top secret line of defense: Net Force. But before the organization can be announced, the country is hit by an unprecedented, two-pronged terror attack. Not yet empowered by Congress nor embraced by a dubious intelligence community, still untested, unproven and officially unnamed, Net Force’s elite group of cyber experts and field operatives must lead the fight against the ongoing waves of hacks while tracking down the mastermind. Their failure could mean global catastrophe. Success may lead them to become the highest-level security agency in the United States. A story that seems ripped from tomorrow’s headlines, Net Force: Dark Web relaunches one of the most prescient thriller series at a time when cybersecurity is more vital than ever.","['Jerome Preisler', 'Steve Pieczenik', 'Tom Clancy']",['Fiction'],3.0,NOT_MATURE,2019-11-26,543
14671,14671,_RCSKyN5UVEC,Every Man A Tiger (Revised),"General Chuck Horner commanded the U.S. and allied air assets—the forces of a dozen nations—during Desert Shield and Desert Storm, and was responsible for the design and execution of one of the most devastating air campaigns in history. Never before has the Gulf air war planning, a process filled with controversy and stormy personalities, been revealed in such rich, provocative detail. And in this revised edition, General Horner looks at the current Gulf conflict—and comments on the use of air power in Iraq today.","['Tom Clancy', 'Chuck Horner']",['History'],4.0,NOT_MATURE,2008-01-02,656
14672,14672,5xLVCQAAQBAJ,Tom Clancy Commander in Chief,"This electrifying thriller in the #1 New York Times bestselling series has President Jack Ryan and his allies facing a treacherous foe threatening to unleash chaos around the globe... When Russian President Valeri Volodin’s ambitions are foiled in Dagestan, he faces a difficult choice. The oligarchs who support him expect a constant flow of graft, but with energy prices cratering, the Russian economy sputters to a virtual halt. Unable to grow the Russian market at home, his hold on power relies on expansion abroad—a plan that has been thwarted by the United States in the past. But this time Volodin has determined that an indirect approach is the best. A floating natural gas facility in Lithuania is blown up. A Venezuelan prosecutor is assassinated. A devastating attack on a Russian troop train kills dozens. A chaotic world is the best camouflage for a series of seemingly unrelated attacks. Only one man recognizes an ominous pattern in the reports of terror from around the globe. U.S. President Jack Ryan sees a guiding hand in the worldwide chaos, but before he can act he needs proof. While his intelligence agencies race to uncover the truth behind the attacks, the President struggles to unite a fractious and distrustful coalition of Western nations against the schemes of the Russian dictator. With five thousand Russian troops poised to invade a NATO nation, can Jack Ryan move swiftly enough to stop Volodin’s grand plan of global conflict and conquest? Or will he succeed in changing the balance of world power forever?",['Mark Greaney'],['Fiction'],5.0,NOT_MATURE,2015-12-01,736
14673,14673,SbnlBQAAQBAJ,"Evaluation Theory, Models, and Applications","The golden standard evaluation reference text Now in its second edition, Evaluation Theory, Models, and Applications is the vital text on evaluation models, perfect for classroom use as a textbook, and as a professional evaluation reference. The book begins with an overview of the evaluation field and program evaluation standards, and proceeds to cover the most widely used evaluation approaches. With new evaluation designs and the inclusion of the latest literature from the field, this Second Edition is an essential update for professionals and students who want to stay current. Understanding and choosing evaluation approaches is critical to many professions, and Evaluation Theory, Models, and Applications, Second Edition is the benchmark evaluation guide. Authors Daniel L. Stufflebeam and Chris L. S. Coryn, widely considered experts in the evaluation field, introduce and describe 23 program evaluation approaches, including, new to this edition, transformative evaluation, participatory evaluation, consumer feedback, and meta-analysis. Evaluation Theory, Models, and Applications, Second Edition facilitates the process of planning, conducting, and assessing program evaluations. The highlighted evaluation approaches include: Experimental and quasi-experimental design evaluations Daniel L. Stufflebeam's CIPP Model Michael Scriven's Consumer-Oriented Evaluation Michael Patton's Utilization-Focused Evaluation Robert Stake's Responsive/Stakeholder-Centered Evaluation Case Study Evaluation Key readings listed at the end of each chapter direct readers to the most important references for each topic. Learning objectives, review questions, student exercises, and instructor support materials complete the collection of tools. Choosing from evaluation approaches can be an overwhelming process, but Evaluation Theory, Models, and Applications, Second Edition updates the core evaluation concepts with the latest research, making this complex field accessible in just one book.","['Daniel L. Stufflebeam', 'Chris L. S. Coryn']",['Education'],5.0,NOT_MATURE,2014-10-13,800
14674,14674,zd2FmTYmmnEC,Wild Card,"The eighth page-turning thriller in the #1 New York Times bestselling Power Plays series. When an anonymous E-mail alerts UpLink International’s operatives to suspicious activity on an exclusive island resort, Pete Nimec goes undercover to investigate. Located off the coast of Trinidad, Rayos del Sol is not just a playground for the world’s richest and most powerful people—it’s also the headquarters for a joint fiber-optic—oil refinery project run by UpLink and Sedco Oil. What Nimec discovers is a plot to drain oil from the United States’ Strategic Petroleum Reserve and sell it to outlaw nations. And when the island’s highly trained security force is sent to take Nimec out, heaven on earth erupts into hell.","['Tom Clancy', 'Martin H. Greenberg', 'Jerome Preisler']",['Fiction'],3.5,NOT_MATURE,2004-11-02,352
